Year,Geography Level,NAME,FIPS,Value Type,Source,Dataset,Values,Role
2011,State,Texas,48,GQESTIMATES,Census-County-State-US,PEP_Vintage_2020,586658.0,Benchmark
2023,Metropolitan Statistical Area,Houston MSA,26420,DEATHS,Census-CBSA,PEP_Vintage_2025,-48521.0,Peer
2025,County or Equivalent,Travis County,48453,RESIDUAL,Census-County-State-US,PEP_Vintage_2025,99.0,Focus
1995,Metropolitan Statistical Area,Austin MSA,12420,INTERNATIONALMIG,Moodys-CBSA,Moodys,11560.682090021044,Broad
2016,Metropolitan Statistical Area,San Antonio MSA,41700,RNETMIG,Census-CBSA,PEP_Vintage_2020,176.9006498742,Peer
1982,Metropolitan Statistical Area,Dallas MSA,19100,NATURALCHG,Moodys-CBSA,Moodys,36499.55331808787,Peer
2017,Metropolitan Statistical Area,Austin MSA,12420,INTERNATIONALMIG,Census-CBSA,PEP_Vintage_2020,7824.0,Broad
1999,Metropolitan Statistical Area,Houston MSA,26420,DEATHS,Moodys-CBSA,Moodys,-27682.512671624874,Peer
1997,Metropolitan Statistical Area,Houston MSA,26420,INTERNATIONALMIG,Moodys-CBSA,Moodys,38364.73716502644,Peer
2021,Metropolitan Statistical Area,Austin MSA,12420,INTERNATIONALMIG,Census-CBSA,PEP_Vintage_2025,3571.0,Broad
2022,County or Equivalent,Travis County,48453,RBIRTH,Census-County-State-US,PEP_Vintage_2025,12.28429056,Focus
1989,Metropolitan Statistical Area,Dallas MSA,19100,DOMESTICMIG,Moodys-CBSA,Moodys,-224.38830088522874,Peer
2018,Place,"Fountain, CO",0827865,POPESTIMATE,Census-Place,PEP_Vintage_2020,30410.0,Peer
1983,Metropolitan Statistical Area,Austin MSA,12420,DOMESTICMIG,Moodys-CBSA,Moodys,35573.79705116252,Broad
2023,Metropolitan Statistical Area,Austin MSA,12420,NPOPCHG,Census-CBSA,PEP_Vintage_2025,64217.0,Broad
2007,Metropolitan Statistical Area,Houston MSA,26420,DEATHS,Moodys-CBSA,Moodys,-30810.96099073287,Peer
1992,Metropolitan Statistical Area,San Antonio MSA,41700,BIRTHS,Moodys-CBSA,Moodys,25926.404299527254,Peer
1992,County or Equivalent,Travis County,48453,RESIDUAL,Moodys-County,Moodys,223.0629078042932,Focus
2011,Metropolitan Statistical Area,Dallas MSA,19100,DOMESTICMIG,Census-CBSA,PEP_Vintage_2020,39956.0,Peer
1994,National,US,00,RESIDUAL,Moodys-US,Moodys,73330.3517273724,Benchmark
1986,County or Equivalent,Travis County,48453,BIRTHS,Moodys-County,Moodys,10652.911545018162,Focus
2018,Metropolitan Statistical Area,Dallas MSA,19100,DEATHS,Census-CBSA,PEP_Vintage_2020,-45848.0,Peer
2010,Metropolitan Statistical Area,Houston MSA,26420,BIRTHS,Census-CBSA,PEP_Vintage_2020,89536.0,Peer
2024,State,Texas,48,RDOMESTICMIG,Census-County-State-US,PEP_Vintage_2025,2.7746620711,Benchmark
2022,Metropolitan Statistical Area,Houston MSA,26420,NATURALCHG,Census-CBSA,PEP_Vintage_2025,40742.0,Peer
1988,Metropolitan Statistical Area,Houston MSA,26420,DEATHS,Moodys-CBSA,Moodys,-22515.301226531836,Peer
2002,Region,WFSRCA Region,48021-48031-48053-48055-48149-48209-48287-48299-48491,INTERNATIONALMIG,Moodys-County,Moodys,1152.2976135958588,Peer
2011,National,US,00,INTERNATIONALMIG,Census-County-State-US,PEP_Vintage_2020,795295.0,Benchmark
2018,Region,WFSRCA Region,48021-48031-48053-48055-48149-48209-48287-48299-48491,RDEATH,Census-County-State-US,PEP_Vintage_2020,91.2540492814,Peer
2017,National,US,00,BIRTHS,Census-County-State-US,PEP_Vintage_2020,3890144.0,Benchmark
1991,Metropolitan Statistical Area,Dallas MSA,19100,DEATHS,Moodys-CBSA,Moodys,-25625.449226862696,Peer
1986,Metropolitan Statistical Area,San Antonio MSA,41700,BIRTHS,Moodys-CBSA,Moodys,25793.002735259462,Peer
2021,State,Texas,48,RNATURALCHG,Census-County-State-US,PEP_Vintage_2025,3.2096612842,Benchmark
2021,State,Texas,48,NPOPCHG,Census-County-State-US,PEP_Vintage_2025,334777.0,Benchmark
2020,Metropolitan Statistical Area,Dallas MSA,19100,NPOPCHG,Census-CBSA,PEP_Vintage_2025,29122.0,Peer
1992,Metropolitan Statistical Area,San Antonio MSA,41700,INTERNATIONALMIG,Moodys-CBSA,Moodys,7966.399850349405,Peer
1999,State,Texas,48,INTERNATIONALMIG,Moodys-State,Moodys,150734.6386783542,Benchmark
1995,Metropolitan Statistical Area,Houston MSA,26420,INTERNATIONALMIG,Moodys-CBSA,Moodys,39142.37614106329,Peer
2008,Metropolitan Statistical Area,Austin MSA,12420,DEATHS,Moodys-CBSA,Moodys,-7512.296280046114,Broad
2015,State,Texas,48,NPOPCHG,Census-County-State-US,PEP_Vintage_2020,505439.0,Benchmark
1991,Place,"Fountain, CO",0827865,POPESTIMATE,Census-Place,PEP City and Town Postcensal Tables: 1990-2000,9859.0,Peer
2007,Metropolitan Statistical Area,Dallas MSA,19100,BIRTHS,Moodys-CBSA,Moodys,101171.81343436801,Peer
2018,Metropolitan Statistical Area,Dallas MSA,19100,RESIDUAL,Census-CBSA,PEP_Vintage_2020,120.0,Peer
1982,Metropolitan Statistical Area,Austin MSA,12420,RESIDUAL,Moodys-CBSA,Moodys,226.13201643877144,Broad
2015,Metropolitan Statistical Area,Austin MSA,12420,NATURALCHG,Census-CBSA,PEP_Vintage_2020,17137.0,Broad
1981,State,Texas,48,DOMESTICMIG,Moodys-State,Moodys,204540.6156985055,Benchmark
2007,Metropolitan Statistical Area,Dallas MSA,19100,NATURALCHG,Moodys-CBSA,Moodys,68029.28970949158,Peer
2025,Metropolitan Statistical Area,Dallas MSA,19100,NPOPCHG,Census-CBSA,PEP_Vintage_2025,123557.0,Peer
2021,Metropolitan Statistical Area,Houston MSA,26420,POPESTIMATE,Census-CBSA,PEP_Vintage_2025,7248044.0,Peer
1989,County or Equivalent,Travis County,48453,DEATHS,Moodys-County,Moodys,-2944.944853886745,Focus
2013,State,Texas,48,RDOMESTICMIG,Census-County-State-US,PEP_Vintage_2020,4.094759877,Benchmark
2002,Metropolitan Statistical Area,Dallas MSA,19100,RESIDUAL,Moodys-CBSA,Moodys,3354.9999999999986,Peer
2003,Metropolitan Statistical Area,San Antonio MSA,41700,NATURALCHG,Moodys-CBSA,Moodys,16415.84968232766,Peer
2018,Metropolitan Statistical Area,Houston MSA,26420,INTERNATIONALMIG,Census-CBSA,PEP_Vintage_2020,32115.0,Peer
2016,Region,WFSRCA Region,48021-48031-48053-48055-48149-48209-48287-48299-48491,INTERNATIONALMIG,Census-County-State-US,PEP_Vintage_2020,1965.0,Peer
2011,Metropolitan Statistical Area,San Antonio MSA,41700,NPOPCHG,Census-CBSA,PEP_Vintage_2020,40929.0,Peer
2023,National,US,00,DOMESTICMIG,Census-County-State-US,PEP_Vintage_2025,0.0,Benchmark
1983,State,Texas,48,NATURALCHG,Moodys-State,Moodys,185061.0213749555,Benchmark
2009,State,Texas,48,DOMESTICMIG,Moodys-State,Moodys,143423.00000001257,Benchmark
1995,Metropolitan Statistical Area,Dallas MSA,19100,NATURALCHG,Moodys-CBSA,Moodys,48455.55727385008,Peer
2009,Metropolitan Statistical Area,Dallas MSA,19100,NATURALCHG,Moodys-CBSA,Moodys,67784.99649026517,Peer
2013,National,US,00,RDEATH,Census-County-State-US,PEP_Vintage_2020,8.2802454171,Benchmark
2020,Metropolitan Statistical Area,Houston MSA,26420,NPOPCHG,Census-CBSA,PEP_Vintage_2025,19057.0,Peer
2013,Metropolitan Statistical Area,Austin MSA,12420,RBIRTH,Census-CBSA,PEP_Vintage_2020,63.6070444,Broad
1989,Metropolitan Statistical Area,Austin MSA,12420,BIRTHS,Moodys-CBSA,Moodys,14299.718736136801,Broad
2009,Metropolitan Statistical Area,Dallas MSA,19100,POPESTIMATE,Moodys-CBSA,Moodys,6282484.0,Peer
2019,State,Texas,48,RINTERNATIONALMIG,Census-County-State-US,PEP_Vintage_2020,2.3186747308,Benchmark
1987,Region,WFSRCA Region,48021-48031-48053-48055-48149-48209-48287-48299-48491,NATURALCHG,Moodys-County,Moodys,2944.3645657881725,Peer
1983,State,Texas,48,INTERNATIONALMIG,Moodys-State,Moodys,82918.37713155849,Benchmark
2012,National,US,00,DOMESTICMIG,Census-County-State-US,PEP_Vintage_2020,0.0,Benchmark
2019,Metropolitan Statistical Area,Austin MSA,12420,BIRTHS,Census-CBSA,PEP_Vintage_2020,26071.0,Broad
2009,Metropolitan Statistical Area,Austin MSA,12420,DEATHS,Moodys-CBSA,Moodys,-7949.559213650942,Broad
2023,National,US,00,NPOPCHG,Census-County-State-US,PEP_Vintage_2025,2758748.0,Benchmark
2015,National,US,00,INTERNATIONALMIG,Census-County-State-US,PEP_Vintage_2020,1060115.0,Benchmark
2006,National,US,00,RESIDUAL,Moodys-US,Moodys,72141.75002854748,Benchmark
2017,Metropolitan Statistical Area,San Antonio MSA,41700,NPOPCHG,Census-CBSA,PEP_Vintage_2020,45552.0,Peer
2006,State,Texas,48,POPESTIMATE,Moodys-State,Moodys,23359580.00000001,Benchmark
2019,State,Texas,48,NETMIG,Census-County-State-US,PEP_Vintage_2020,188202.0,Benchmark
1995,Metropolitan Statistical Area,Austin MSA,12420,POPESTIMATE,Moodys-CBSA,Moodys,1031557.0669191803,Broad
1983,Metropolitan Statistical Area,Austin MSA,12420,POPESTIMATE,Moodys-CBSA,Moodys,668309.0191075571,Broad
2021,County or Equivalent,Travis County,48453,RESIDUAL,Census-County-State-US,PEP_Vintage_2025,800.0,Focus
1993,Metropolitan Statistical Area,Austin MSA,12420,DEATHS,Moodys-CBSA,Moodys,-5208.528122059092,Broad
1985,Metropolitan Statistical Area,San Antonio MSA,41700,BIRTHS,Moodys-CBSA,Moodys,25098.083782130005,Peer
2012,Metropolitan Statistical Area,Houston MSA,26420,RDEATH,Census-CBSA,PEP_Vintage_2020,69.5424050844,Peer
2025,Metropolitan Statistical Area,Houston MSA,26420,NETMIG,Census-CBSA,PEP_Vintage_2025,79211.0,Peer
2015,National,US,00,RDOMESTICMIG,Census-County-State-US,PEP_Vintage_2020,0.0,Benchmark
2017,Metropolitan Statistical Area,Dallas MSA,19100,RINTERNATIONALMIG,Census-CBSA,PEP_Vintage_2020,23.3893967136,Peer
2009,Metropolitan Statistical Area,San Antonio MSA,41700,INTERNATIONALMIG,Moodys-CBSA,Moodys,4521.269247616671,Peer
2018,Metropolitan Statistical Area,San Antonio MSA,41700,NPOPCHG,Census-CBSA,PEP_Vintage_2020,40923.0,Peer
2011,Metropolitan Statistical Area,Austin MSA,12420,DOMESTICMIG,Census-CBSA,PEP_Vintage_2020,30793.0,Broad
1986,National,US,00,POPESTIMATE,Moodys-US,Moodys,240179446.52598813,Benchmark
1987,County or Equivalent,Travis County,48453,INTERNATIONALMIG,Moodys-County,Moodys,4412.347346357242,Focus
2023,National,US,00,RESIDUAL,Census-County-State-US,PEP_Vintage_2025,0.0,Benchmark
1986,Metropolitan Statistical Area,Dallas MSA,19100,NATURALCHG,Moodys-CBSA,Moodys,47563.14780855558,Peer
1992,Metropolitan Statistical Area,Dallas MSA,19100,DOMESTICMIG,Moodys-CBSA,Moodys,444.80620700501805,Peer
1982,Metropolitan Statistical Area,Houston MSA,26420,POPESTIMATE,Moodys-CBSA,Moodys,3517231.427791181,Peer
2024,Metropolitan Statistical Area,San Antonio MSA,41700,RDOMESTICMIG,Census-CBSA,PEP_Vintage_2025,138.730688504,Peer
2002,County or Equivalent,Travis County,48453,DOMESTICMIG,Moodys-County,Moodys,-13891.90345910076,Focus
2007,State,Texas,48,DEATHS,Moodys-State,Moodys,-157249.41587142713,Benchmark
2021,State,Texas,48,INTERNATIONALMIG,Census-County-State-US,PEP_Vintage_2025,43481.0,Benchmark
2007,Metropolitan Statistical Area,Houston MSA,26420,POPESTIMATE,Moodys-CBSA,Moodys,5566601.000000001,Peer
2025,Metropolitan Statistical Area,Houston MSA,26420,INTERNATIONALMIG,Census-CBSA,PEP_Vintage_2025,71903.0,Peer
2023,Metropolitan Statistical Area,Houston MSA,26420,RDOMESTICMIG,Census-CBSA,PEP_Vintage_2025,236.501621834,Peer
2017,County or Equivalent,Travis County,48453,GQESTIMATES,Census-County-State-US,PEP_Vintage_2020,22876.0,Focus
1998,National,US,00,DEATHS,Moodys-US,Moodys,-2368431.5491407122,Benchmark
2016,National,US,00,BIRTHS,Census-County-State-US,PEP_Vintage_2020,3970959.0,Benchmark
2001,Metropolitan Statistical Area,Houston MSA,26420,INTERNATIONALMIG,Moodys-CBSA,Moodys,37647.44943791937,Peer
2015,State,Texas,48,INTERNATIONALMIG,Census-County-State-US,PEP_Vintage_2020,117265.0,Benchmark
1984,Metropolitan Statistical Area,Houston MSA,26420,DOMESTICMIG,Moodys-CBSA,Moodys,18131.987806688,Peer
2018,Metropolitan Statistical Area,San Antonio MSA,41700,NATURALCHG,Census-CBSA,PEP_Vintage_2020,14383.0,Peer
2004,Region,WFSRCA Region,48021-48031-48053-48055-48149-48209-48287-48299-48491,POPESTIMATE,Moodys-County,Moodys,645099.0,Peer
2006,Metropolitan Statistical Area,San Antonio MSA,41700,POPESTIMATE,Moodys-CBSA,Moodys,1956361.0000000014,Peer
2001,Metropolitan Statistical Area,Dallas MSA,19100,NATURALCHG,Moodys-CBSA,Moodys,61414.20104271469,Peer
2012,Region,WFSRCA Region,48021-48031-48053-48055-48149-48209-48287-48299-48491,RESIDUAL,Census-County-State-US,PEP_Vintage_2020,398.0,Peer
2011,Metropolitan Statistical Area,San Antonio MSA,41700,NETMIG,Census-CBSA,PEP_Vintage_2020,24444.0,Peer
2012,Region,WFSRCA Region,48021-48031-48053-48055-48149-48209-48287-48299-48491,RNETMIG,Census-County-State-US,PEP_Vintage_2020,56.964808564799995,Peer
1985,Metropolitan Statistical Area,Houston MSA,26420,POPESTIMATE,Moodys-CBSA,Moodys,3643231.505509574,Peer
2017,National,US,00,NETMIG,Census-County-State-US,PEP_Vintage_2020,948392.0,Benchmark
2012,Region,WFSRCA Region,48021-48031-48053-48055-48149-48209-48287-48299-48491,DEATHS,Census-County-State-US,PEP_Vintage_2020,-4942.0,Peer
1983,Metropolitan Statistical Area,Dallas MSA,19100,RESIDUAL,Moodys-CBSA,Moodys,1192.5001238104726,Peer
2006,Metropolitan Statistical Area,San Antonio MSA,41700,INTERNATIONALMIG,Moodys-CBSA,Moodys,5968.746230913827,Peer
2024,State,Texas,48,RINTERNATIONALMIG,Census-County-State-US,PEP_Vintage_2025,11.440246334,Benchmark
2024,State,Texas,48,DEATHS,Census-County-State-US,PEP_Vintage_2025,-230260.0,Benchmark
1990,State,Texas,48,INTERNATIONALMIG,Moodys-State,Moodys,76631.90309063216,Benchmark
1990,Place,"Fountain, CO",0827865,POPESTIMATE,Census-Place,PEP City and Town Postcensal Tables: 1990-2000,10775.0,Peer
1994,County or Equivalent,Travis County,48453,NATURALCHG,Moodys-County,Moodys,7408.945497825886,Focus
2024,County or Equivalent,Travis County,48453,GQESTIMATES,Census-County-State-US,PEP_Vintage_2025,36037.0,Focus
2022,County or Equivalent,Travis County,48453,NPOPCHG,Census-County-State-US,PEP_Vintage_2025,26801.0,Focus
1990,Metropolitan Statistical Area,San Antonio MSA,41700,INTERNATIONALMIG,Moodys-CBSA,Moodys,-16476.58189784974,Peer
1998,Metropolitan Statistical Area,Dallas MSA,19100,POPESTIMATE,Moodys-CBSA,Moodys,4912807.029983139,Peer
1988,National,US,00,POPESTIMATE,Moodys-US,Moodys,244548288.41298276,Benchmark
2014,Metropolitan Statistical Area,Austin MSA,12420,RDEATH,Census-CBSA,PEP_Vintage_2020,31.3611270118,Broad
2021,Metropolitan Statistical Area,Houston MSA,26420,INTERNATIONALMIG,Census-CBSA,PEP_Vintage_2025,17750.0,Peer
2025,Region,WFSRCA Region,48021-48031-48053-48055-48149-48209-48287-48299-48491,RESIDUAL,Census-County-State-US,PEP_Vintage_2025,-255.0,Peer
2009,County or Equivalent,Travis County,48453,DEATHS,Moodys-County,Moodys,-4474.088080737087,Focus
2001,State,Texas,48,DEATHS,Moodys-State,Moodys,-152805.42976513592,Benchmark
2008,National,US,00,INTERNATIONALMIG,Moodys-US,Moodys,933607.2810930249,Benchmark
2009,Place,"Fountain, CO",0827865,POPESTIMATE,Census-Place,PEP City and Town Intercensal Datasets: 2000-2010,24775.0,Peer
2013,Metropolitan Statistical Area,Dallas MSA,19100,RDEATH,Census-CBSA,PEP_Vintage_2020,76.2791475583,Peer
2013,State,Texas,48,RESIDUAL,Census-County-State-US,PEP_Vintage_2020,2552.0,Benchmark
2022,State,Texas,48,POPESTIMATE,Census-County-State-US,PEP_Vintage_2025,30118002.0,Benchmark
2021,County or Equivalent,Travis County,48453,RDOMESTICMIG,Census-County-State-US,PEP_Vintage_2025,1.098338102,Focus
2003,National,US,00,INTERNATIONALMIG,Moodys-US,Moodys,784320.7140584573,Benchmark
1994,Metropolitan Statistical Area,Houston MSA,26420,POPESTIMATE,Moodys-CBSA,Moodys,4171604.0932274,Peer
2022,Metropolitan Statistical Area,Austin MSA,12420,RDEATH,Census-CBSA,PEP_Vintage_2025,36.323810445999996,Broad
2024,Metropolitan Statistical Area,Houston MSA,26420,GQESTIMATES,Census-CBSA,PEP_Vintage_2025,89499.0,Peer
2019,County or Equivalent,Travis County,48453,NATURALCHG,Census-County-State-US,PEP_Vintage_2020,8745.0,Focus
1995,County or Equivalent,Travis County,48453,POPESTIMATE,Moodys-County,Moodys,696278.0466796446,Focus
2003,Metropolitan Statistical Area,San Antonio MSA,41700,BIRTHS,Moodys-CBSA,Moodys,29531.275893889146,Peer
2001,Metropolitan Statistical Area,Dallas MSA,19100,DOMESTICMIG,Moodys-CBSA,Moodys,33223.20070608209,Peer
2017,Metropolitan Statistical Area,San Antonio MSA,41700,RNATURALCHG,Census-CBSA,PEP_Vintage_2020,26.4668864643,Peer
2016,Metropolitan Statistical Area,Houston MSA,26420,RDEATH,Census-CBSA,PEP_Vintage_2020,76.4923081869,Peer
1986,Metropolitan Statistical Area,Houston MSA,26420,RESIDUAL,Moodys-CBSA,Moodys,1314.5912701948803,Peer
1986,Metropolitan Statistical Area,Houston MSA,26420,DEATHS,Moodys-CBSA,Moodys,-21447.857721531793,Peer
1991,Metropolitan Statistical Area,Houston MSA,26420,INTERNATIONALMIG,Moodys-CBSA,Moodys,27188.17397750005,Peer
2024,Metropolitan Statistical Area,San Antonio MSA,41700,NPOPCHG,Census-CBSA,PEP_Vintage_2025,54846.0,Peer
2014,Metropolitan Statistical Area,Houston MSA,26420,NPOPCHG,Census-CBSA,PEP_Vintage_2020,172074.0,Peer
2022,Metropolitan Statistical Area,Austin MSA,12420,NATURALCHG,Census-CBSA,PEP_Vintage_2025,15030.0,Broad
1992,County or Equivalent,Travis County,48453,POPESTIMATE,Moodys-County,Moodys,624946.9731596222,Focus
2024,Metropolitan Statistical Area,San Antonio MSA,41700,RBIRTH,Census-CBSA,PEP_Vintage_2025,81.723705109,Peer
2016,Region,WFSRCA Region,48021-48031-48053-48055-48149-48209-48287-48299-48491,DEATHS,Census-County-State-US,PEP_Vintage_2020,-6124.0,Peer
2015,County or Equivalent,Travis County,48453,RNATURALCHG,Census-County-State-US,PEP_Vintage_2020,9.4794491887,Focus
1991,Metropolitan Statistical Area,Austin MSA,12420,BIRTHS,Moodys-CBSA,Moodys,14600.028803134486,Broad
2015,National,US,00,POPESTIMATE,Census-County-State-US,PEP_Vintage_2020,320738994.0,Benchmark
1987,Metropolitan Statistical Area,Dallas MSA,19100,RESIDUAL,Moodys-CBSA,Moodys,1361.5955170404675,Peer
2025,Metropolitan Statistical Area,San Antonio MSA,41700,RBIRTH,Census-CBSA,PEP_Vintage_2025,79.669346225,Peer
2002,Place,Austin City,4805000,POPESTIMATE,Census-Place,PEP City and Town Intercensal Datasets: 2000-2010,688644.0,Peer
2013,Metropolitan Statistical Area,San Antonio MSA,41700,RDOMESTICMIG,Census-CBSA,PEP_Vintage_2020,124.9015046043,Peer
1994,Metropolitan Statistical Area,Austin MSA,12420,BIRTHS,Moodys-CBSA,Moodys,15746.008967731674,Broad
2017,National,US,00,RESIDUAL,Census-County-State-US,PEP_Vintage_2020,0.0,Benchmark
1986,Metropolitan Statistical Area,Austin MSA,12420,DEATHS,Moodys-CBSA,Moodys,-4381.218111262604,Broad
2015,Region,WFSRCA Region,48021-48031-48053-48055-48149-48209-48287-48299-48491,NPOPCHG,Census-County-State-US,PEP_Vintage_2020,34030.0,Peer
2017,Region,WFSRCA Region,48021-48031-48053-48055-48149-48209-48287-48299-48491,INTERNATIONALMIG,Census-County-State-US,PEP_Vintage_2020,1807.0,Peer
2000,County or Equivalent,Travis County,48453,NATURALCHG,Moodys-County,Moodys,9606.655644071772,Focus
2023,County or Equivalent,Travis County,48453,RDEATH,Census-County-State-US,PEP_Vintage_2025,5.030376364,Focus
2009,Metropolitan Statistical Area,Austin MSA,12420,DOMESTICMIG,Moodys-CBSA,Moodys,22399.675098006286,Broad
1991,Metropolitan Statistical Area,San Antonio MSA,41700,NATURALCHG,Moodys-CBSA,Moodys,15248.843795748058,Peer
2025,Metropolitan Statistical Area,Dallas MSA,19100,INTERNATIONALMIG,Census-CBSA,PEP_Vintage_2025,55444.0,Peer
2008,State,Texas,48,DEATHS,Moodys-State,Moodys,-161404.56079794196,Benchmark
1986,National,US,00,RESIDUAL,Moodys-US,Moodys,67870.79791699171,Benchmark
2019,Metropolitan Statistical Area,San Antonio MSA,41700,NETMIG,Census-CBSA,PEP_Vintage_2020,23837.0,Peer
1984,Metropolitan Statistical Area,San Antonio MSA,41700,DOMESTICMIG,Moodys-CBSA,Moodys,13949.961476862025,Peer
1981,Metropolitan Statistical Area,Houston MSA,26420,DEATHS,Moodys-CBSA,Moodys,-19214.21574183945,Peer
1997,Metropolitan Statistical Area,Houston MSA,26420,POPESTIMATE,Moodys-CBSA,Moodys,4427400.781793344,Peer
2010,Metropolitan Statistical Area,San Antonio MSA,41700,DEATHS,Census-CBSA,PEP_Vintage_2020,-14208.0,Peer
2021,Metropolitan Statistical Area,Houston MSA,26420,RNETMIG,Census-CBSA,PEP_Vintage_2025,235.193550746,Peer
2020,Metropolitan Statistical Area,Austin MSA,12420,NETMIG,Census-CBSA,PEP_Vintage_2025,14694.0,Broad
2011,County or Equivalent,Travis County,48453,DEATHS,Census-County-State-US,PEP_Vintage_2020,-4667.0,Focus
2018,Metropolitan Statistical Area,Houston MSA,26420,BIRTHS,Census-CBSA,PEP_Vintage_2020,96258.0,Peer
2014,County or Equivalent,Travis County,48453,DEATHS,Census-County-State-US,PEP_Vintage_2020,-4942.0,Focus
1989,Metropolitan Statistical Area,Dallas MSA,19100,NATURALCHG,Moodys-CBSA,Moodys,47714.343985380925,Peer
2020,Metropolitan Statistical Area,San Antonio MSA,41700,GQESTIMATESBASE,Census-CBSA,PEP_Vintage_2025,46088.0,Peer
2012,National,US,00,RINTERNATIONALMIG,Census-County-State-US,PEP_Vintage_2020,2.7459291744,Benchmark
2025,Metropolitan Statistical Area,Dallas MSA,19100,BIRTHS,Census-CBSA,PEP_Vintage_2025,104378.0,Peer
2023,Metropolitan Statistical Area,San Antonio MSA,41700,BIRTHS,Census-CBSA,PEP_Vintage_2025,33157.0,Peer
2007,County or Equivalent,Travis County,48453,BIRTHS,Moodys-County,Moodys,16078.649996318365,Focus
1981,County or Equivalent,Travis County,48453,DEATHS,Moodys-County,Moodys,-2389.8272810463714,Focus
2017,Metropolitan Statistical Area,Austin MSA,12420,RNATURALCHG,Census-CBSA,PEP_Vintage_2020,30.8627778631,Broad
2010,Metropolitan Statistical Area,Austin MSA,12420,NETMIG,Census-CBSA,PEP_Vintage_2020,6557.0,Broad
2015,National,US,00,RDEATH,Census-County-State-US,PEP_Vintage_2020,8.4485026734,Benchmark
1988,National,US,00,DOMESTICMIG,Moodys-US,Moodys,1127.2935654739103,Benchmark
1993,County or Equivalent,Travis County,48453,INTERNATIONALMIG,Moodys-County,Moodys,8948.412420109804,Focus
2025,State,Texas,48,RDEATH,Census-County-State-US,PEP_Vintage_2025,7.377372857,Benchmark
1984,National,US,00,BIRTHS,Moodys-US,Moodys,3614552.732154452,Benchmark
1996,County or Equivalent,Travis County,48453,BIRTHS,Moodys-County,Moodys,11540.36544218897,Focus
2003,Metropolitan Statistical Area,Austin MSA,12420,NATURALCHG,Moodys-CBSA,Moodys,15890.698613649096,Broad
2012,Metropolitan Statistical Area,Austin MSA,12420,RBIRTH,Census-CBSA,PEP_Vintage_2020,62.327608121,Broad
1986,Metropolitan Statistical Area,San Antonio MSA,41700,DEATHS,Moodys-CBSA,Moodys,-9579.849772922604,Peer
2015,Region,WFSRCA Region,48021-48031-48053-48055-48149-48209-48287-48299-48491,NETMIG,Census-County-State-US,PEP_Vintage_2020,27771.0,Peer
1983,Metropolitan Statistical Area,Houston MSA,26420,RESIDUAL,Moodys-CBSA,Moodys,1291.9155692766992,Peer
1994,Metropolitan Statistical Area,Austin MSA,12420,INTERNATIONALMIG,Moodys-CBSA,Moodys,8143.667278146417,Broad
1997,National,US,00,RESIDUAL,Moodys-US,Moodys,76169.69185631635,Benchmark
2017,National,US,00,NPOPCHG,Census-County-State-US,PEP_Vintage_2020,2050373.0,Benchmark
1994,Metropolitan Statistical Area,San Antonio MSA,41700,POPESTIMATE,Moodys-CBSA,Moodys,1535184.9785726676,Peer
2022,Metropolitan Statistical Area,Dallas MSA,19100,RESIDUAL,Census-CBSA,PEP_Vintage_2025,2158.0,Peer
1998,Metropolitan Statistical Area,Houston MSA,26420,POPESTIMATE,Moodys-CBSA,Moodys,4534979.061219524,Peer
2019,Metropolitan Statistical Area,Dallas MSA,19100,RNETMIG,Census-CBSA,PEP_Vintage_2020,262.5172936608,Peer
2020,Metropolitan Statistical Area,Austin MSA,12420,BIRTHS,Census-CBSA,PEP_Vintage_2025,25380.0,Broad
1981,Metropolitan Statistical Area,Austin MSA,12420,DOMESTICMIG,Moodys-CBSA,Moodys,45974.413165745515,Broad
2021,Metropolitan Statistical Area,Dallas MSA,19100,RINTERNATIONALMIG,Census-CBSA,PEP_Vintage_2025,10.688710778,Peer
2024,Metropolitan Statistical Area,San Antonio MSA,41700,DEATHS,Census-CBSA,PEP_Vintage_2025,-21358.0,Peer
2004,National,US,00,NATURALCHG,Moodys-US,Moodys,1661743.7424801125,Benchmark
2020,Metropolitan Statistical Area,Austin MSA,12420,NPOPCHG,Census-CBSA,PEP_Vintage_2025,16781.0,Broad
2023,Metropolitan Statistical Area,San Antonio MSA,41700,RNATURALCHG,Census-CBSA,PEP_Vintage_2025,8.557535574000001,Peer
2006,State,Texas,48,DEATHS,Moodys-State,Moodys,-155584.8384497468,Benchmark
2016,Region,WFSRCA Region,48021-48031-48053-48055-48149-48209-48287-48299-48491,POPESTIMATE,Census-County-State-US,PEP_Vintage_2020,976233.0,Peer
2009,County or Equivalent,Travis County,48453,BIRTHS,Moodys-County,Moodys,15967.49876559532,Focus
1991,State,Texas,48,INTERNATIONALMIG,Moodys-State,Moodys,106294.5297329367,Benchmark
2019,County or Equivalent,Travis County,48453,NETMIG,Census-County-State-US,PEP_Vintage_2020,18040.0,Focus
1984,National,US,00,POPESTIMATE,Moodys-US,Moodys,235869201.2201758,Benchmark
1995,Metropolitan Statistical Area,Houston MSA,26420,NATURALCHG,Moodys-CBSA,Moodys,48523.897036324044,Peer
2025,State,Texas,48,POPESTIMATE,Census-County-State-US,PEP_Vintage_2025,31709821.0,Benchmark
1995,State,Texas,48,DEATHS,Moodys-State,Moodys,-137549.00919508474,Benchmark
2022,National,US,00,RNATURALCHG,Census-County-State-US,PEP_Vintage_2025,0.672653317,Benchmark
